frequency,recency,monetary,clusters
1,357,87.64,0
1,123,21.04,2
1,341,412.52,0
1,124,70.16,2
1,111,194.13,2
1,124,123.82,2
1,238,188.65,1
1,244,148.06,0
1,236,61.05,1
1,280,39.24,0
1,275,37.72,0
1,109,61.21,2
1,438,21.76,1
1,244,92.57,0
1,194,125.0,2
1,182,120.19,2
1,373,82.32,1
1,191,169.8,0
1,237,17.68,1
1,265,260.64,0
1,396,271.43,0
1,357,31.91,0
1,283,199.63,0
1,471,147.06,0
1,435,97.08,1
1,126,47.06,2
1,79,67.44,2
1,123,175.08,2
1,125,174.51,2
1,106,70.11,2
1,119,129.65,2
1,536,140.91,0
1,49,137.93,2
1,476,56.69,0
1,326,116.94,0
1,296,84.15,0
1,284,133.7,0
1,399,107.49,0
1,29,159.62,2
1,368,108.19,1
1,29,36.63,2
1,292,114.74,1
1,46,147.6,2
1,70,290.86,2
1,560,129.98,1
1,65,67.25,2
1,411,97.87,0
1,390,186.3,0
1,131,187.87,2
1,192,147.25,2
1,11,87.58,2
1,202,142.4,0
1,16,42.77,2
1,228,93.68,1
1,232,106.38,0
1,19,73.8,2
1,146,222.2,2
1,363,107.87,1
1,67,280.63,2
1,182,248.13,2
1,574,161.51,1
1,89,201.65,2
1,155,290.22,2
1,408,636.74,0
1,153,43.31,2
1,562,140.88,1
1,368,56.89,1
1,499,31.96,0
1,427,146.57,1
1,227,71.04,1
1,28,85.49,2
1,158,521.37,1
1,168,768.62,2
1,116,126.74,2
1,195,38.01,2
1,65,34.35,2
1,117,156.84,2
1,368,35.0,1
1,106,27.36,2
1,116,115.0,2
1,287,50.09,1
1,172,143.25,0
1,65,35.24,2
1,506,104.73,1
1,16,153.1,2
1,227,57.89,1
1,89,107.87,2
1,172,56.93,0
1,241,173.82,1
1,178,593.67,0
1,301,162.29,1
1,220,594.55,1
1,86,34.38,2
1,148,183.53,2
1,359,68.89,1
1,174,96.34,1
1,221,206.92,1
1,427,106.87,1
1,395,134.47,0
1,425,96.8,1
1,286,151.65,0
1,33,103.26,2
1,314,196.52,0
1,139,69.9,2
1,457,66.01,0
1,212,145.56,1
1,449,22.84,0
1,459,189.07,0
1,79,228.24,2
1,73,343.37,2
1,356,333.68,0
1,21,856.13,2
1,179,580.47,0
1,270,112.35,0
1,239,220.58,1
1,179,50.78,2
1,223,87.03,1
1,273,77.57,0
1,326,139.62,0
1,432,161.67,1
1,120,126.78,2
1,153,93.37,2
1,335,63.6,0
1,69,235.81,2
1,185,53.95,2
1,67,162.5,2
1,235,65.38,1
1,98,41.22,2
1,224,126.07,1
1,427,126.92,1
1,248,142.76,1
1,179,104.65,2
1,125,206.26,2
1,353,78.19,0
1,296,36.34,0
1,178,74.17,2
1,80,276.62,2
1,10,144.47,1
1,71,87.08,2
1,53,181.1,1
1,277,223.14,0
1,128,126.64,2
1,143,43.38,1
1,230,139.61,1
1,217,150.64,0
1,356,1963.97,0
1,45,324.72,2
1,453,133.69000000000003,0
1,65,48.52,2
1,153,156.27,2
1,532,192.56,0
1,256,62.86,0
1,320,42.0,0
1,281,65.71,0
1,178,342.15,2
1,574,28.62,1
1,697,265.95,1
1,275,315.84,0
1,366,190.58,1
1,305,107.78,1
1,82,193.98,2
1,210,67.5,1
1,252,64.1,1
1,110,105.52,2
1,118,116.62,2
1,242,368.69,1
1,217,165.7,0
1,522,214.56,1
1,56,1738.17,2
1,436,26.77,1
1,528,102.59,0
1,113,177.69,2
1,362,383.2,1
1,295,97.87,1
1,28,117.12,2
1,161,67.13,2
1,130,1439.27,2
1,199,104.59,0
1,173,97.98,2
1,26,178.21,2
1,280,42.27,0
1,318,417.45,0
1,361,129.86,1
1,172,225.33,0
1,103,31.89,1
1,278,28.99,0
1,373,478.67,1
1,180,154.92,2
1,578,149.02,1
1,76,75.68,2
1,78,134.27,2
1,489,165.37,0
1,183,215.05,2
1,44,125.87,2
1,510,64.42,1
1,496,101.82,0
1,182,141.88,2
1,237,53.62,1
1,315,70.63,0
1,462,661.63,0
1,446,75.17,1
1,89,84.34,2
1,67,40.24,2
1,241,69.49,1
1,282,413.16999999999996,0
1,245,32.71,1
1,162,53.29,2
1,35,203.09,2
1,236,50.61,1
1,41,19.89,2
1,124,66.81,2
1,142,84.93,2
1,533,59.86,0
1,421,156.73,0
1,184,922.16,0
1,427,48.68,1
1,167,84.32,2
1,48,109.81,2
1,358,165.34,0
1,374,242.03,1
1,94,83.33,2
1,21,52.9,2
1,352,83.7,0
1,339,34.72,0
1,152,36.29,2
1,12,70.49,1
1,200,64.11,0
1,270,114.45,0
1,215,27.68,1
1,141,128.65,2
1,162,162.89,2
1,260,33.09,0
1,146,133.28,2
1,181,104.72,2
1,443,204.08,1
1,265,74.5,0
1,337,78.71,0
1,19,90.18,2
1,429,185.88,1
1,23,221.88,2
1,96,369.0,2
1,70,162.68,2
1,121,104.43,2
1,497,101.14,0
1,33,95.65,2
1,358,62.78,0
1,545,218.04,0
1,17,121.44,2
1,173,148.45,2
1,194,211.89,2
1,11,121.69,2
1,500,129.11,0
1,577,533.57,1
1,332,135.77,1
1,266,133.12,0
1,525,159.32,1
1,43,96.69,2
1,77,240.27,2
1,121,195.91,2
1,392,97.87,0
1,42,971.03,2
1,571,51.05,1
1,320,142.48,0
1,96,919.38,2
1,450,344.32,0
1,217,86.8,0
1,65,134.08,2
1,215,25.619999999999997,1
1,141,152.48,2
1,111,116.9,2
1,44,236.72,2
1,241,237.92,1
1,452,285.54,0
1,355,194.01,0
1,69,222.3,2
1,455,115.45,0
1,109,26.38,2
1,111,93.32,2
1,358,84.23,0
1,532,84.56,0
1,84,262.6,2
1,292,26.6,0
1,430,86.73,1
1,220,255.24,1
1,297,46.85,0
1,84,99.8,2
1,202,121.68,0
1,299,235.28,0
1,140,99.53,2
1,28,87.32,2
1,119,45.29,2
1,381,75.53,0
1,336,64.0,0
1,179,61.43,2
1,236,192.47,1
1,290,1220.73,1
1,274,51.75,0
1,68,182.84,2
1,61,101.64,2
1,146,61.52,2
1,227,136.6,1
1,248,217.64,1
1,173,42.69,2
1,232,131.73,0
1,84,1157.41,2
1,199,90.05,0
1,146,335.09,2
1,86,58.79,2
1,167,413.47,2
1,282,349.57,0
1,515,583.3,1
1,152,228.41,2
1,418,137.51,0
1,64,151.16,2
1,204,63.27,0
1,455,50.09,0
1,374,77.57,1
1,188,35.69,0
1,140,49.92,2
1,178,179.04,2
1,235,27.8,1
1,488,71.44,0
1,172,37.61,0
1,278,252.0,0
1,550,129.87,0
1,85,57.39,2
1,363,109.42,1
1,189,41.75,0
1,300,108.1,0
1,431,77.47,1
1,48,45.28,2
1,110,40.84,2
1,281,68.12,0
1,20,123.87,2
1,314,59.01,0
1,282,61.85,0
1,357,83.96,0
1,239,212.02,1
1,149,78.28,2
1,206,119.93,2
1,475,157.35,0
1,320,111.02,0
1,154,163.13,2
1,32,129.13,2
1,211,62.28,1
1,126,44.38,2
1,284,50.87,0
1,187,440.12,0
1,275,66.71,0
1,73,192.98,2
1,70,64.44,2
1,132,37.39,2
1,524,24.86,1
1,162,839.04,2
1,161,35.38,2
1,17,43.28,2
1,445,56.77,1
1,234,185.56,1
1,121,57.73,2
1,175,1048.57,2
1,152,25.05,2
1,138,155.98,2
1,129,180.95,2
1,379,64.05,0
1,574,506.87,1
1,124,26.89,2
1,390,77.57,0
1,62,164.64,2
1,383,162.7,0
1,101,233.33,1
1,88,87.94,2
1,294,109.13,1
1,284,54.61,0
1,318,262.94,0
1,461,116.36,0
1,180,110.57,2
1,232,47.17,0
1,112,461.65,2
1,167,127.15,2
1,238,84.72,1
1,78,130.13,2
1,389,161.54,0
1,86,144.58,2
1,73,32.13,2
1,277,40.53,0
1,35,549.7,2
1,350,48.63,0
1,111,89.52,2
1,163,91.19,2
1,187,500.85,0
1,433,45.53,1
1,271,53.27,0
1,169,55.04,0
1,80,22.28,2
1,492,99.35,0
1,249,196.43,1
1,376,178.27,1
1,193,103.27,0
1,181,329.22,2
1,265,312.59,0
1,242,190.65,1
1,334,150.29,0
1,40,37.46,2
1,307,55.0,1
1,390,47.84,0
1,43,58.37,2
1,229,50.09,0
1,406,116.14,0
1,208,233.69,0
1,515,47.96,1
1,68,148.0,2
1,469,86.73,0
1,277,333.48,0
1,376,68.62,1
1,504,139.59,1
1,396,42.5,0
1,454,149.34,0
1,178,82.99,2
1,109,66.05,2
1,229,191.49,1
1,334,126.57,0
1,72,43.2,2
1,66,62.65,2
1,565,32.96,1
1,529,206.44,0
1,42,102.27,2
1,196,41.09,0
1,119,66.34,2
1,322,125.42,0
1,121,64.42,2
1,49,386.96000000000004,2
1,154,223.22,2
1,183,23.82,2
1,364,27.77,1
1,494,106.23,0
1,26,39.48,2
1,547,130.84,0
1,41,25.67,2
1,326,89.17,0
1,46,218.39,2
1,31,1978.18,2
1,72,144.12,2
1,309,179.9,1
1,131,323.72,2
1,163,137.55,2
1,33,176.64,2
1,40,193.84,2
1,288,90.76,1
1,409,76.08,0
1,351,39.09,0
1,263,335.47,0
1,38,174.13,2
1,42,472.88,2
1,114,111.76,2
1,333,86.73,0
1,36,120.81,2
1,388,103.55000000000001,0
1,284,75.25,0
1,247,34.93,1
1,71,268.84,2
1,507,146.02,1
1,404,165.71,0
1,135,183.53,2
1,129,201.75,2
1,14,97.65,2
1,33,199.26,2
1,65,61.32,2
1,271,183.60999999999999,0
1,156,37.77,1
1,73,196.34,2
1,417,115.81,0
1,194,168.45,2
1,120,92.5,2
1,456,82.78,0
1,85,52.04,2
1,164,97.63,2
1,35,28.2,2
1,543,761.82,0
1,219,154.74,1
1,169,49.96,0
1,235,46.78,1
1,23,99.44,2
1,219,47.62,1
1,261,208.77,0
1,236,67.5,1
1,387,1066.86,0
1,54,102.93,1
1,279,43.09,0
1,200,592.49,0
1,496,59.42,0
1,214,49.11,1
1,291,107.54,1
1,357,133.49,0
1,502,60.86,1
1,420,176.36,0
1,285,34.0,0
1,370,233.55,1
1,489,77.84,0
1,244,250.4,0
1,399,37.09,0
1,140,180.55,2
1,272,36.65,0
1,260,56.78,0
1,279,85.54,0
1,432,117.94,1
1,29,173.26,2
1,418,89.62,0
1,274,95.64,0
1,229,44.09,0
1,84,63.5,2
1,102,399.68,1
1,277,139.17,0
1,295,76.76,1
1,493,260.11,0
1,459,139.31,0
1,111,110.65,2
1,187,89.85,2
1,434,148.06,1
1,358,33.0,0
1,273,90.95,0
1,93,192.44,2
1,164,34.43,2
1,251,112.71,1
1,31,56.87,2
1,60,58.36,2
1,487,34.51,0
1,240,124.52,1
1,453,145.59,0
1,159,208.91,1
1,358,72.14,0
1,334,46.76,0
1,80,82.69,2
1,482,73.86,0
1,280,49.59,0
1,275,186.82,0
1,58,459.63,2
1,119,57.73,2
1,317,37.94,0
1,277,194.92,0
1,43,50.46,2
1,305,31.79,1
1,217,49.84,0
1,572,742.88,1
1,14,143.48,2
1,21,330.39,2
1,172,43.13,0
1,27,30.22,2
1,326,137.99,0
1,45,71.47,2
1,383,40.77,0
1,239,62.91,1
1,30,75.37,2
1,419,90.88,0
1,482,35.0,0
1,421,125.42,0
1,429,360.26,1
1,294,96.38,1
1,372,83.41,1
1,18,476.13,2
1,234,86.15,1
1,428,105.28,1
1,181,243.11,2
1,283,140.07,0
1,281,139.37,0
1,97,36.22,2
1,273,416.54,0
1,460,35.78,0
1,197,450.53,0
1,282,77.79,0
1,260,181.57,0
1,449,233.22,0
1,330,35.0,0
1,349,285.45,0
1,461,27.77,0
1,130,87.02,2
1,283,62.41,0
1,323,238.85,0
1,568,99.5,1
1,187,47.61,0
1,279,45.0,0
1,89,698.45,2
1,98,183.58,2
1,381,151.18,0
1,109,216.15,2
1,495,182.94,0
1,329,263.01,0
1,287,77.57,1
1,359,66.01,1
1,297,77.57,0
1,469,81.11,0
1,179,67.23,2
1,254,187.96,1
1,125,27.69,2
1,184,85.69,2
1,580,185.61,1
1,441,227.22,1
1,328,299.59,0
1,157,103.36,1
1,182,58.3,2
1,157,85.2,1
1,79,236.8,2
1,315,45.01,0
1,35,106.72,2
1,302,779.06,1
1,204,228.62,0
1,181,164.09,2
1,348,143.01,0
1,282,107.24,0
1,134,69.9,2
1,239,40.0,1
1,389,136.07,0
1,76,29.72,2
1,343,86.74,0
1,348,115.22,0
1,22,315.98,2
1,322,72.05,0
1,291,71.72,1
1,369,111.71,1
1,115,95.93,2
1,36,48.21,2
1,157,300.44,1
1,480,73.43,0
1,514,300.09,1
1,233,49.84,1
1,292,33.0,0
1,211,69.84,1
1,129,178.94,2
1,335,73.34,0
1,34,55.86,2
1,410,35.0,0
1,42,116.49,2
1,420,45.01,0
1,310,235.28,1
1,266,212.03,0
1,30,77.81,2
1,482,82.66,0
1,98,134.13,2
1,189,210.11,0
1,269,62.77,1
1,420,295.61,0
1,367,146.22,1
1,472,106.87,0
1,133,76.28,2
1,126,127.36,2
1,363,185.84,1
1,548,98.74,0
1,502,64.42,1
1,19,137.93,2
1,389,34.09,0
1,419,99.7,0
1,42,53.23,2
1,30,66.94,2
1,277,134.28,0
1,348,173.88,0
1,259,97.43,0
1,176,140.08,2
1,247,136.1,1
1,34,74.62,2
1,370,54.09,1
1,108,78.87,1
1,396,117.94,0
1,312,29.09,1
1,158,113.25,1
1,490,66.43,0
1,267,132.03,0
1,349,77.23,0
1,81,74.23,2
1,383,90.98,0
1,210,508.77,1
1,170,86.51,0
1,211,165.3,1
1,211,286.56,1
1,323,839.49,0
1,14,93.19,2
1,458,124.42,0
1,28,190.09,2
1,233,227.71,1
1,50,89.3,2
1,70,83.38,2
1,181,31.79,2
1,455,109.5,0
1,262,96.0,0
1,267,96.8,0
1,30,872.94,2
1,314,60.5,0
1,150,131.75,2
1,572,200.16,1
1,371,93.3,1
1,218,72.14,1
1,322,192.94,0
1,601,424.04,1
1,513,82.57,1
1,381,97.08,0
1,28,43.11,2
1,405,153.99,0
1,162,67.83,2
1,47,28.88,2
1,144,83.34,2
1,107,93.09,1
1,140,181.52,2
1,211,126.01,1
1,334,72.68,0
1,222,400.36,1
1,106,31.29,2
1,282,58.61,0
1,425,703.6,1
1,219,91.93,1
1,537,45.86,0
1,195,40.0,2
1,93,128.31,2
1,214,74.16,1
1,50,60.38,2
1,107,60.94,1
1,283,101.04,0
1,259,165.62,0
1,375,148.13,1
1,33,201.09,2
1,28,172.79,2
1,200,45.61,0
1,314,33.77,0
1,45,142.7,2
1,91,67.16,2
1,418,140.75,0
1,443,144.12,1
1,515,111.08,1
1,586,79.62,1
1,587,195.7,1
1,204,38.71,0
1,134,69.9,2
1,137,818.4,2
1,29,206.86,2
1,140,116.5,2
1,532,103.11,0
1,421,64.0,0
1,128,112.02,2
1,229,42.58,0
1,419,231.27,0
1,479,127.14,0
1,288,83.13,1
1,518,114.79,1
1,269,188.94,1
1,260,141.23,0
1,515,1657.57,1
1,221,1727.67,1
1,210,162.55,1
1,285,136.9,0
1,571,436.21,1
1,278,34.0,0
1,206,34.69,2
1,78,193.78,2
1,45,139.15,2
1,264,69.24,0
1,214,220.68,1
1,265,135.51,0
1,293,136.3,1
1,26,97.61,2
1,318,284.81,0
1,237,144.99,1
1,454,93.19,0
1,222,123.69,1
1,415,33.17,0
1,48,258.49,2
1,379,269.3,0
1,87,174.05,2
1,212,71.91,1
1,445,48.09,1
1,68,157.11,2
1,356,206.09,0
1,288,615.75,1
1,472,91.19,0
1,62,89.77,2
1,421,41.0,0
1,345,161.12,0
1,579,70.93,1
1,132,181.05,2
1,461,181.82,0
1,556,50.86,1
1,393,113.15,0
1,17,175.86,2
1,500,711.56,1
1,213,56.69,1
1,231,123.51,0
1,162,93.86,2
1,96,148.69,2
1,357,96.81,0
1,98,77.34,2
1,282,29.77,0
1,230,235.57,1
1,259,28.76,0
1,181,39.22,2
1,385,112.84,0
1,284,62.99,0
1,168,202.16,0
1,173,110.1,2
1,500,106.23,0
1,199,67.02,0
1,404,71.53,0
1,27,189.39,2
1,153,77.86,2
1,37,523.72,2
1,55,94.74,1
1,216,163.79,1
1,32,48.87,2
1,411,74.03,0
1,293,174.35,1
1,546,259.15,0
1,326,82.73,0
1,283,56.79,0
1,350,229.16,0
1,185,113.8,2
1,71,55.85,2
1,33,462.91,2
1,126,416.64,2
1,177,30.69,1
1,353,80.11,0
1,82,188.48,2
1,167,106.07,2
1,516,30.51,1
1,276,93.13,0
1,138,39.34,2
1,573,139.59,1
1,583,327.9,1
1,295,150.7,1
1,347,132.57,0
1,358,87.86,0
1,437,31.84,1
1,308,92.57,1
1,172,128.66,0
1,121,105.9,2
1,489,45.67,0
1,172,66.93,0
1,167,75.25,2
1,274,33.75,0
1,194,45.09,2
1,45,50.35,2
1,215,224.71,1
1,419,135.49,0
1,457,43.62,0
1,260,118.65,0
1,79,66.07,2
1,131,82.33,2
1,179,129.64,2
1,125,323.31,2
1,37,138.99,2
1,429,58.9,1
1,21,63.55,2
1,290,45.59,1
1,194,64.6,2
1,350,34.68,0
1,317,138.17,0
1,90,101.0,2
1,35,107.3,2
1,74,28.88,2
1,336,137.53,0
1,395,84.51,0
1,267,137.73,0
1,231,283.34,0
1,49,186.26,2
1,522,32.51,1
1,321,40.1,0
1,236,147.25,1
1,220,265.49,1
1,392,231.27,0
1,165,229.79,2
1,93,118.3,2
1,201,194.12,0
1,449,415.44,0
1,61,98.15,2
1,193,51.79,0
1,576,206.61,1
1,369,183.78,1
1,271,193.68,0
1,336,105.08,0
1,204,52.01,0
1,480,24.009999999999998,0
1,284,90.17,0
1,279,122.97,0
1,506,135.16,1
1,264,183.33,0
1,17,62.07,2
1,219,40.09,1
1,45,24.19,2
1,282,111.02,0
1,365,109.67,1
1,14,219.4,2
1,22,70.89,2
1,105,31.69,2
1,286,157.54,0
1,197,157.55,0
1,181,144.06,2
1,144,56.78,2
1,175,116.25,2
1,393,30.0,0
1,320,177.55,0
1,539,329.43,0
1,62,95.74,2
1,194,61.69,2
1,121,42.04,2
1,166,185.05,2
1,39,41.86,2
1,421,134.2,0
1,268,40.17,0
1,243,47.34,1
1,111,51.19,2
1,189,46.01,0
1,264,270.65,0
1,473,50.05,0
1,65,339.03,2
1,84,813.33,2
1,484,75.63,0
1,459,141.15,0
1,31,80.19,2
1,243,172.32999999999998,1
1,163,119.57,2
1,260,336.13,0
1,208,69.12,0
1,120,114.85,2
1,43,159.79,2
1,73,56.44,2
1,12,37.47,1
1,161,97.21,2
1,186,199.42,2
1,521,125.88,1
1,119,1057.88,2
1,106,117.57,1
1,260,153.2,0
1,50,138.94,2
1,107,62.21,1
1,281,117.4,0
1,36,87.16,2
1,331,363.22,0
1,418,175.88,0
1,700,237.45,1
1,260,74.17,0
1,303,622.16,1
1,173,35.84,2
1,163,54.85,2
1,175,138.72,2
1,495,34.64,0
1,384,53.68,0
1,181,97.37,2
1,282,87.74,0
1,548,25.62,0
1,81,50.35,2
1,338,99.34,0
1,169,98.09,0
1,317,55.62,0
1,366,138.28,1
1,365,69.14,1
1,295,42.01,1
1,221,82.64,1
1,251,90.05,1
1,404,106.97,0
1,46,150.37,2
1,231,110.37,0
1,513,138.98,1
1,121,52.71,2
1,269,103.36,1
1,92,157.66,2
1,283,66.64,0
1,323,43.0,0
1,8,53.37,1
1,482,39.34,0
1,168,438.2,0
1,433,94.66,1
1,217,101.93,0
1,126,114.58,2
1,190,64.17,0
1,94,372.49,2
1,427,71.14,1
1,120,139.52,2
1,461,43.0,0
1,342,60.75,0
1,331,318.48,0
1,75,68.69,2
1,51,231.26,2
1,222,29.77,1
1,276,81.23,0
1,197,53.7,0
1,532,89.11,0
1,352,89.19,0
1,284,111.02,0
1,32,229.56,2
1,277,127.02,0
1,156,63.23,1
1,118,154.81,2
1,268,41.84,0
1,13,107.59,2
1,439,114.14,1
1,112,43.71,2
1,79,153.72,2
1,407,215.14,0
1,176,205.1,2
1,37,47.8,2
1,329,530.27,0
1,323,139.0,0
1,265,193.91,0
1,156,371.14,1
1,71,55.28,2
1,190,134.34,0
1,152,28.43,2
1,35,94.14,2
1,147,68.13,2
1,378,74.07,0
1,350,47.62,0
1,206,173.27,2
1,512,372.56,1
1,107,96.43,1
1,315,329.98,0
1,57,67.44,2
1,47,104.15,2
1,302,54.14,1
1,369,211.03,1
1,184,56.6,2
1,168,120.29,0
1,227,335.48,1
1,142,136.88,2
1,90,40.96,2
1,198,112.87,0
1,423,303.12,1
1,144,171.87,2
1,161,130.69,2
1,365,164.8,1
1,489,31.51,0
1,174,89.48,1
1,299,97.87,0
1,177,497.26,2
1,452,57.49,0
1,55,64.44,1
1,320,183.4,0
1,223,367.2,1
1,447,184.22,0
1,196,91.26,0
1,167,150.98,2
1,284,153.99,0
1,139,258.47,2
1,106,563.33,1
1,457,101.33,0
1,167,65.22,2
1,36,94.14,2
1,299,99.34,0
1,328,86.15,0
1,480,102.03,0
1,465,105.28,0
1,152,69.93,2
1,184,119.45,2
1,598,44.01,1
1,236,77.69,1
1,285,70.04,0
1,124,148.59,2
1,211,74.17,1
1,106,100.58,2
1,530,48.3,0
1,296,168.2,0
1,350,314.31,0
1,540,104.7,0
1,248,86.02,1
1,495,208.05,0
1,166,30.36,2
1,146,46.22,2
1,396,96.02,0
1,283,71.05,0
1,131,43.29,2
1,360,24.1,1
1,155,146.48,2
1,152,37.23,2
1,41,145.01,2
1,354,1265.83,0
1,92,68.31,2
1,290,39.78,1
1,61,123.49,2
1,118,58.22,2
1,228,83.41,1
1,352,142.96,0
1,347,58.0,0
1,320,69.73,0
1,42,47.89,2
1,510,33.51,1
1,134,122.57,2
1,358,92.9,0
1,473,32.79,0
1,405,170.82,0
1,203,215.14,0
1,69,164.63,2
1,229,106.87,0
1,167,93.45,2
1,281,202.06,0
1,511,231.99,1
1,528,83.9,0
1,308,81.72,1
1,593,182.64,1
1,218,163.79,1
1,388,337.9,0
1,507,37.86,1
1,113,104.79,2
1,188,17.68,0
1,194,59.33,2
1,136,107.46,2
1,90,57.43,2
1,16,55.39,2
1,31,58.46,2
1,215,129.36,1
1,165,96.42,2
1,130,72.85,2
1,476,1013.85,0
1,119,190.96999999999997,2
1,159,470.02,1
1,86,75.53,2
1,286,161.77,0
1,526,118.9,1
1,163,569.82,2
1,14,32.94,2
1,299,108.1,0
1,240,35.0,1
1,207,472.67,0
1,167,58.16,2
1,284,36.35,0
1,12,119.79,1
1,133,48.13,2
1,83,52.94,2
1,79,36.46,2
1,112,163.24,2
1,236,51.72,1
1,62,188.37,2
1,86,116.06,2
1,174,189.56,1
1,84,21.86,2
1,402,99.22,0
1,284,43.68,0
1,170,150.21,0
1,169,98.82,0
1,288,90.77,1
1,120,104.72,2
1,455,107.78,0
1,140,81.5,2
1,273,76.66,0
1,144,278.69,2
1,30,122.97,2
1,284,139.98,0
1,143,112.25,1
1,272,132.08,0
1,215,107.02,1
1,322,56.78,0
1,84,105.75,2
1,217,181.26,0
1,57,33.72,2
1,168,42.31,0
1,586,86.03,1
1,173,148.07,2
1,411,40.01,0
1,480,117.31,0
1,285,100.73,0
1,48,78.66,2
1,82,44.28,2
1,251,35.0,1
1,383,121.38,0
1,282,116.11,0
1,487,79.07,0
1,436,125.43,1
1,35,206.91,2
1,201,166.35,0
1,344,77.57,0
1,161,75.55,2
1,229,189.37,1
1,128,107.5,2
1,156,35.93,1
1,267,107.95,0
1,288,60.37,1
1,104,213.03,1
1,29,351.22,2
1,25,224.54,2
1,161,193.65,2
1,525,221.7,1
1,549,97.2,0
1,173,259.19,2
1,284,148.06,0
1,552,139.81,0
1,370,96.8,1
1,546,116.12,0
1,232,82.4,0
1,267,72.98,0
1,498,27.42,0
1,195,44.1,2
1,268,148.15,0
1,106,98.04,2
1,297,155.55,0
1,36,31.42,2
1,67,99.75,2
1,168,166.9,0
1,250,187.57,0
1,29,264.69,2
1,188,36.17,0
1,358,217.64,0
1,309,168.51,1
1,590,40.95,1
1,158,88.9,1
1,263,65.0,0
1,184,252.89,2
1,414,144.4,0
1,22,32.43,2
1,367,31.38,1
1,45,66.44,2
1,164,68.19,2
1,404,33.69,0
1,303,151.15,1
1,529,58.95,0
1,15,21.59,2
1,91,204.24,2
1,49,138.5,2
1,288,28.29,1
1,461,146.44,0
1,284,89.17,0
1,273,57.68,0
1,112,42.78,2
1,364,38.05,1
1,158,146.13,1
1,416,134.46,0
1,182,32.83,2
1,87,63.39,2
1,313,675.01,1
1,512,33.47,1
1,218,101.95,1
1,390,394.24,0
1,72,304.89,2
1,292,228.14,1
1,402,246.97,0
1,286,29.09,0
1,190,67.98,0
1,384,31.72,0
1,32,192.18,2
1,232,47.62,0
1,182,113.11,2
1,586,159.94,1
1,208,51.78,0
1,140,129.14,2
1,146,50.71,2
1,221,116.93,1
1,296,47.74,0
1,281,206.99,0
1,155,98.16,2
1,119,256.03,2
1,115,141.56,2
1,322,39.94,0
1,198,48.84,0
1,232,157.22,0
1,168,102.43,0
1,184,48.1,2
1,32,30.13,2
1,355,94.56,0
1,291,51.0,1
1,539,29.62,0
1,376,276.57,1
1,501,201.61,1
1,262,57.68,0
1,15,116.07,2
1,24,132.82,2
1,19,78.47,2
1,258,96.8,0
1,435,49.09,1
1,107,69.29,1
1,427,84.26,1
1,256,36.35,0
1,25,60.42,2
1,246,165.8,1
1,165,213.96,2
1,69,35.39,2
1,575,761.82,1
1,41,214.88,2
1,190,70.63,0
1,463,37.73,0
1,464,106.97,0
1,326,43.1,0
1,563,49.96,1
1,144,165.59,2
1,409,54.49,0
1,120,104.97,2
1,109,89.6,2
1,196,61.77,0
1,288,72.14,1
1,276,258.33,0
1,16,57.98,2
1,65,477.77,2
1,23,610.92,2
1,486,200.15,0
1,411,294.7,0
1,34,125.44,2
1,561,54.42,1
1,156,267.76,1
1,441,92.87,1
1,542,889.8,0
1,33,344.89,2
1,242,30.62,1
1,147,57.75,1
1,133,113.55,2
1,413,123.89,0
1,105,88.22,2
1,400,298.88,0
1,531,113.82,0
1,238,223.12,1
1,329,198.41,0
1,533,39.39,0
1,436,116.94,1
1,244,26.68,0
1,52,43.17,2
1,18,173.49,2
1,219,25.5,1
1,149,123.82,2
1,211,273.01,1
1,161,449.49,2
1,87,121.97,2
1,108,30.22,1
1,242,97.94,1
1,214,468.95,1
1,548,63.11,0
1,469,193.37,0
1,64,86.05,2
1,54,38.8,1
1,48,104.07,2
1,279,96.02,0
1,46,117.58,2
1,13,179.27,2
1,106,104.05,2
1,96,77.31,2
1,412,371.32,0
1,244,116.35,0
1,111,113.05,2
1,200,40.09,0
1,176,243.45,2
1,312,452.0,1
1,477,41.01,0
1,283,71.09,0
1,171,26.86,2
1,77,204.63,2
1,89,117.96,2
1,366,136.5,1
1,208,81.61,0
1,35,32.78,2
1,146,87.16,2
1,531,666.71,0
1,126,47.37,2
1,49,36.46,2
1,384,34.0,0
1,94,77.81,2
1,191,76.18,0
1,169,576.97,2
1,68,48.31,2
1,485,1901.62,0
1,369,149.16,1
1,468,59.0,0
1,277,104.87,0
1,78,385.86,2
1,109,222.0,2
1,263,42.11,0
1,201,34.8,0
1,341,176.24,0
1,168,25.88,0
1,120,133.76,2
1,572,84.65,1
1,132,43.28,2
1,480,86.95,0
1,322,916.02,0
1,185,177.39,2
1,557,143.1,1
1,181,38.13,2
1,112,87.83,2
1,503,87.82,1
1,531,44.96,0
1,352,96.12,0
1,180,88.78,2
1,245,45.69,1
1,234,64.1,1
1,586,201.47,1
1,190,96.22,0
1,369,61.69,1
1,194,152.28,2
1,217,48.68,0
1,176,198.07,2
1,210,135.49,1
1,123,199.0,2
1,265,155.19,0
1,133,187.08,2
1,35,74.18,2
1,23,40.48,2
1,506,45.68,1
1,141,66.22,2
1,213,92.91,1
1,238,214.41,1
1,201,123.52,0
1,383,38.5,0
1,209,139.38,0
1,249,95.02,1
1,371,44.0,1
1,261,143.14,0
