order_hour,product_category_name_english,order_id
7,consoles_games,13
7,construction_tools_construction,19
7,construction_tools_lights,6
7,construction_tools_safety,1
7,cool_stuff,49
7,costruction_tools_garden,3
7,costruction_tools_tools,1
7,diapers_and_hygiene,5
7,drinks,5
7,electronics,46
7,fashion_bags_accessories,28
7,fashion_male_clothing,3
7,fashion_shoes,2
7,fashion_underwear_beach,1
7,fixed_telephony,4
7,food,8
7,furniture_bedroom,4
7,furniture_decor,69
7,furniture_living_room,3
7,garden_tools,48
7,health_beauty,142
7,home_appliances,11
7,home_comfort_2,2
7,home_confort,2
7,home_construction,6
7,housewares,96
7,industry_commerce_and_business,3
7,kitchen_dining_laundry_garden_furniture,5
7,luggage_accessories,12
7,market_place,5
7,music,1
7,musical_instruments,8
7,office_furniture,12
7,perfumery,38
7,pet_shop,29
7,signaling_and_security,4
7,small_appliances,10
7,small_appliances_home_oven_and_coffee,1
7,sports_leisure,129
7,stationery,27
7,tablets_printing_image,3
7,telephony,60
7,toys,63
7,watches_gifts,91
8,agro_industry_and_commerce,6
8,air_conditioning,1
8,art,5
8,audio,7
8,auto,164
8,baby,106
8,bed_bath_table,322
8,books_general_interest,26
8,books_imported,1
8,books_technical,13
8,christmas_supplies,9
8,cine_photo,4
8,computers,6
8,computers_accessories,258
8,consoles_games,41
8,construction_tools_construction,24
8,construction_tools_lights,12
8,cool_stuff,102
8,costruction_tools_garden,8
8,costruction_tools_tools,2
8,drinks,15
8,electronics,91
8,fashio_female_clothing,2
8,fashion_bags_accessories,68
8,fashion_male_clothing,3
8,fashion_shoes,11
8,fashion_sport,1
8,fashion_underwear_beach,5
8,fixed_telephony,8
8,food,16
8,food_drink,12
8,furniture_bedroom,3
8,furniture_decor,246
8,furniture_living_room,14
8,furniture_mattress_and_upholstery,1
8,garden_tools,123
8,health_beauty,301
8,home_appliances,29
8,home_appliances_2,10
8,home_confort,12
8,home_construction,29
8,housewares,200
8,industry_commerce_and_business,12
8,kitchen_dining_laundry_garden_furniture,8
8,la_cuisine,1
8,luggage_accessories,23
8,market_place,11
8,musical_instruments,14
8,office_furniture,52
8,party_supplies,1
8,perfumery,90
8,pet_shop,64
8,signaling_and_security,4
8,small_appliances,22
8,sports_leisure,258
8,stationery,91
8,tablets_printing_image,4
8,telephony,131
8,toys,127
8,watches_gifts,198
9,agro_industry_and_commerce,10
9,air_conditioning,17
9,art,8
9,arts_and_craftmanship,1
9,audio,16
9,auto,219
9,baby,168
9,bed_bath_table,511
9,books_general_interest,23
9,books_imported,3
9,books_technical,13
9,cds_dvds_musicals,4
9,christmas_supplies,4
9,cine_photo,3
9,computers,15
9,computers_accessories,486
9,consoles_games,38
9,construction_tools_construction,35
9,construction_tools_lights,15
9,construction_tools_safety,17
9,cool_stuff,176
9,costruction_tools_garden,12
9,costruction_tools_tools,4
9,diapers_and_hygiene,2
9,drinks,14
9,dvds_blu_ray,6
9,electronics,143
9,fashio_female_clothing,10
9,fashion_bags_accessories,81
9,fashion_childrens_clothes,1
9,fashion_male_clothing,6
9,fashion_shoes,13
9,fashion_sport,3
9,fashion_underwear_beach,8
9,fixed_telephony,10
9,flowers,1
9,food,33
9,food_drink,7
9,furniture_bedroom,18
9,furniture_decor,331
9,furniture_living_room,17
9,furniture_mattress_and_upholstery,3
9,garden_tools,200
9,health_beauty,472
9,home_appliances,39
9,home_appliances_2,9
9,home_comfort_2,2
9,home_confort,13
9,home_construction,35
9,housewares,316
9,industry_commerce_and_business,19
9,kitchen_dining_laundry_garden_furniture,11
9,la_cuisine,1
9,luggage_accessories,69
9,market_place,12
9,music,1
9,musical_instruments,32
9,office_furniture,91
9,party_supplies,3
9,perfumery,168
9,pet_shop,107
9,signaling_and_security,9
9,small_appliances,35
9,small_appliances_home_oven_and_coffee,5
9,sports_leisure,425
9,stationery,115
9,tablets_printing_image,2
9,telephony,215
9,toys,189
9,watches_gifts,314
10,agro_industry_and_commerce,7
10,air_conditioning,18
10,art,16
10,arts_and_craftmanship,3
10,audio,32
10,auto,278
10,baby,176
10,bed_bath_table,677
10,books_general_interest,41
10,books_imported,3
10,books_technical,24
10,christmas_supplies,4
10,cine_photo,2
10,computers,10
10,computers_accessories,585
10,consoles_games,61
10,construction_tools_construction,65
10,construction_tools_lights,17
10,construction_tools_safety,12
10,cool_stuff,239
10,costruction_tools_garden,20
10,costruction_tools_tools,10
10,drinks,25
10,dvds_blu_ray,8
10,electronics,193
10,fashio_female_clothing,1
10,fashion_bags_accessories,121
10,fashion_male_clothing,13
10,fashion_shoes,8
10,fashion_underwear_beach,8
10,fixed_telephony,22
10,flowers,4
10,food,34
10,food_drink,9
10,furniture_bedroom,5
10,furniture_decor,529
10,furniture_living_room,21
10,furniture_mattress_and_upholstery,4
10,garden_tools,238
10,health_beauty,567
10,home_appliances,38
10,home_appliances_2,16
10,home_comfort_2,2
10,home_confort,38
10,home_construction,44
10,housewares,494
10,industry_commerce_and_business,20
10,kitchen_dining_laundry_garden_furniture,25
10,la_cuisine,2
10,luggage_accessories,66
10,market_place,25
10,music,3
10,musical_instruments,37
10,office_furniture,90
10,party_supplies,2
10,perfumery,217
10,pet_shop,132
10,signaling_and_security,17
10,small_appliances,31
10,small_appliances_home_oven_and_coffee,7
10,sports_leisure,565
10,stationery,191
10,tablets_printing_image,7
10,telephony,271
10,toys,243
10,watches_gifts,351
11,agro_industry_and_commerce,17
11,air_conditioning,23
11,art,15
11,arts_and_craftmanship,1
11,audio,32
11,auto,265
11,baby,230
11,bed_bath_table,742
11,books_general_interest,34
11,books_imported,6
11,books_technical,14
11,cds_dvds_musicals,3
11,christmas_supplies,8
11,cine_photo,4
11,computers,8
11,computers_accessories,638
11,consoles_games,83
11,construction_tools_construction,88
11,construction_tools_lights,16
11,construction_tools_safety,8
11,cool_stuff,247
11,costruction_tools_garden,9
11,costruction_tools_tools,5
11,diapers_and_hygiene,3
11,drinks,32
11,dvds_blu_ray,4
11,electronics,191
11,fashio_female_clothing,3
11,fashion_bags_accessories,115
11,fashion_male_clothing,8
11,fashion_shoes,22
11,fashion_sport,3
11,fashion_underwear_beach,8
11,fixed_telephony,10
11,flowers,1
11,food,31
11,food_drink,23
11,furniture_bedroom,10
11,furniture_decor,549
11,furniture_living_room,33
11,furniture_mattress_and_upholstery,2
11,garden_tools,307
11,health_beauty,641
11,home_appliances,48
11,home_appliances_2,18
11,home_comfort_2,1
11,home_confort,30
11,home_construction,40
11,housewares,485
11,industry_commerce_and_business,27
11,kitchen_dining_laundry_garden_furniture,16
11,luggage_accessories,68
11,market_place,20
11,music,2
11,musical_instruments,39
11,office_furniture,84
11,party_supplies,1
11,perfumery,240
11,pet_shop,129
11,security_and_services,1
11,signaling_and_security,13
11,small_appliances,35
11,small_appliances_home_oven_and_coffee,4
11,sports_leisure,592
11,stationery,161
11,tablets_printing_image,7
11,telephony,307
11,toys,284
11,watches_gifts,334
12,agro_industry_and_commerce,10
12,air_conditioning,20
12,art,12
12,arts_and_craftmanship,3
12,audio,20
12,auto,291
12,baby,186
12,bed_bath_table,654
12,books_general_interest,32
12,books_imported,5
12,books_technical,20
12,christmas_supplies,10
12,cine_photo,2
12,computers,7
12,computers_accessories,505
12,consoles_games,71
12,construction_tools_construction,82
12,construction_tools_lights,14
12,construction_tools_safety,10
12,cool_stuff,271
12,costruction_tools_garden,13
12,costruction_tools_tools,7
12,diapers_and_hygiene,1
12,drinks,11
12,dvds_blu_ray,1
12,electronics,191
12,fashio_female_clothing,4
12,fashion_bags_accessories,119
12,fashion_male_clothing,4
12,fashion_shoes,21
12,fashion_sport,1
12,fashion_underwear_beach,14
12,fixed_telephony,13
12,food,30
12,food_drink,18
12,furniture_bedroom,3
12,furniture_decor,518
12,furniture_living_room,32
12,furniture_mattress_and_upholstery,2
12,garden_tools,294
12,health_beauty,595
12,home_appliances,63
12,home_appliances_2,19
12,home_comfort_2,1
12,home_confort,28
12,home_construction,31
12,housewares,405
12,industry_commerce_and_business,16
12,kitchen_dining_laundry_garden_furniture,19
12,luggage_accessories,67
12,market_place,32
12,music,2
12,musical_instruments,30
12,office_furniture,133
12,party_supplies,3
12,perfumery,201
12,pet_shop,117
12,signaling_and_security,14
12,small_appliances,40
12,small_appliances_home_oven_and_coffee,3
12,sports_leisure,526
12,stationery,154
12,tablets_printing_image,5
12,telephony,242
12,toys,248
12,watches_gifts,343
13,agro_industry_and_commerce,18
13,air_conditioning,22
13,art,9
13,arts_and_craftmanship,1
13,audio,22
13,auto,308
13,baby,194
13,bed_bath_table,780
13,books_general_interest,33
13,books_imported,3
13,books_technical,20
13,cds_dvds_musicals,1
13,christmas_supplies,11
13,cine_photo,4
13,computers,12
13,computers_accessories,518
13,consoles_games,88
13,construction_tools_construction,46
13,construction_tools_lights,14
13,construction_tools_safety,13
13,cool_stuff,229
13,costruction_tools_garden,18
13,costruction_tools_tools,10
13,diapers_and_hygiene,1
13,drinks,33
13,dvds_blu_ray,6
13,electronics,169
13,fashio_female_clothing,2
13,fashion_bags_accessories,123
13,fashion_male_clothing,2
13,fashion_shoes,18
13,fashion_underwear_beach,7
13,fixed_telephony,17
13,flowers,3
13,food,35
13,food_drink,16
13,furniture_bedroom,6
13,furniture_decor,572
13,furniture_living_room,29
13,garden_tools,273
13,health_beauty,663
13,home_appliances,52
13,home_appliances_2,20
13,home_comfort_2,1
13,home_confort,27
13,home_construction,46
13,housewares,502
13,industry_commerce_and_business,20
13,kitchen_dining_laundry_garden_furniture,15
13,luggage_accessories,80
13,market_place,19
13,music,7
13,musical_instruments,49
13,office_furniture,90
13,party_supplies,2
13,perfumery,237
13,pet_shop,133
13,signaling_and_security,5
13,small_appliances,48
13,small_appliances_home_oven_and_coffee,7
13,sports_leisure,605
13,stationery,155
13,tablets_printing_image,3
13,telephony,311
13,toys,244
13,watches_gifts,372
14,agro_industry_and_commerce,18
14,air_conditioning,21
14,art,16
14,arts_and_craftmanship,2
14,audio,25
14,auto,273
14,baby,183
14,bed_bath_table,820
14,books_general_interest,30
14,books_imported,3
14,books_technical,17
14,christmas_supplies,12
14,cine_photo,6
14,computers,19
14,computers_accessories,628
14,consoles_games,68
14,construction_tools_construction,58
14,construction_tools_lights,12
14,construction_tools_safety,11
14,cool_stuff,278
14,costruction_tools_garden,16
14,costruction_tools_tools,7
14,diapers_and_hygiene,3
14,drinks,30
14,dvds_blu_ray,5
14,electronics,188
14,fashio_female_clothing,1
14,fashion_bags_accessories,138
14,fashion_male_clothing,14
14,fashion_shoes,11
14,fashion_sport,2
14,fashion_underwear_beach,7
14,fixed_telephony,20
14,food,30
14,food_drink,18
14,furniture_bedroom,10
14,furniture_decor,579
14,furniture_living_room,26
14,furniture_mattress_and_upholstery,5
14,garden_tools,303
14,health_beauty,653
14,home_appliances,61
14,home_appliances_2,14
14,home_comfort_2,2
14,home_confort,32
14,home_construction,41
14,housewares,484
14,industry_commerce_and_business,16
14,kitchen_dining_laundry_garden_furniture,17
14,la_cuisine,1
14,luggage_accessories,85
14,market_place,26
14,music,4
14,musical_instruments,66
14,office_furniture,155
14,party_supplies,3
14,perfumery,212
14,pet_shop,136
14,signaling_and_security,21
14,small_appliances,49
14,small_appliances_home_oven_and_coffee,4
14,sports_leisure,556
14,stationery,147
14,tablets_printing_image,4
14,telephony,277
14,toys,279
14,watches_gifts,370
15,agro_industry_and_commerce,17
15,air_conditioning,20
15,art,14
15,audio,25
15,auto,248
15,baby,182
15,bed_bath_table,746
15,books_general_interest,27
15,books_imported,7
15,books_technical,14
15,christmas_supplies,7
15,cine_photo,10
15,computers,11
15,computers_accessories,582
15,consoles_games,74
15,construction_tools_construction,48
15,construction_tools_lights,20
15,construction_tools_safety,14
15,cool_stuff,251
15,costruction_tools_garden,22
15,costruction_tools_tools,6
15,diapers_and_hygiene,1
15,drinks,27
15,dvds_blu_ray,4
15,electronics,199
15,fashio_female_clothing,1
15,fashion_bags_accessories,117
15,fashion_male_clothing,10
15,fashion_shoes,20
15,fashion_underwear_beach,9
15,fixed_telephony,36
15,flowers,2
15,food,27
15,food_drink,15
15,furniture_bedroom,10
15,furniture_decor,531
15,furniture_living_room,33
15,furniture_mattress_and_upholstery,2
15,garden_tools,260
15,health_beauty,601
15,home_appliances,73
15,home_appliances_2,16
15,home_comfort_2,1
15,home_confort,17
15,home_construction,35
15,housewares,531
15,industry_commerce_and_business,16
15,kitchen_dining_laundry_garden_furniture,23
15,luggage_accessories,53
15,market_place,13
15,music,1
15,musical_instruments,45
15,office_furniture,162
15,party_supplies,5
15,perfumery,184
15,pet_shop,128
15,signaling_and_security,9
15,small_appliances,49
15,small_appliances_home_oven_and_coffee,7
15,sports_leisure,631
15,stationery,138
15,tablets_printing_image,10
15,telephony,285
15,toys,265
15,watches_gifts,395
16,agro_industry_and_commerce,43
16,air_conditioning,20
16,art,5
16,arts_and_craftmanship,2
16,audio,19
16,auto,265
16,baby,210
16,bed_bath_table,767
16,books_general_interest,30
16,books_imported,3
16,books_technical,25
16,cds_dvds_musicals,1
16,christmas_supplies,14
16,cine_photo,3
16,computers,29
16,computers_accessories,562
16,consoles_games,59
16,construction_tools_construction,45
16,construction_tools_lights,34
16,construction_tools_safety,16
16,cool_stuff,273
16,costruction_tools_garden,21
16,costruction_tools_tools,8
16,diapers_and_hygiene,1
16,drinks,40
16,dvds_blu_ray,5
16,electronics,173
16,fashio_female_clothing,6
16,fashion_bags_accessories,126
16,fashion_childrens_clothes,1
16,fashion_male_clothing,11
16,fashion_shoes,19
16,fashion_sport,2
16,fashion_underwear_beach,12
16,fixed_telephony,12
16,flowers,2
16,food,37
16,food_drink,21
16,furniture_bedroom,9
16,furniture_decor,534
16,furniture_living_room,28
16,furniture_mattress_and_upholstery,1
16,garden_tools,294
16,health_beauty,690
16,home_appliances,53
16,home_appliances_2,17
16,home_comfort_2,2
16,home_confort,32
16,home_construction,52
16,housewares,514
16,industry_commerce_and_business,17
16,kitchen_dining_laundry_garden_furniture,22
16,luggage_accessories,81
16,market_place,23
16,musical_instruments,55
16,office_furniture,131
16,party_supplies,2
16,perfumery,254
16,pet_shop,124
16,security_and_services,1
16,signaling_and_security,16
16,small_appliances,48
16,small_appliances_home_oven_and_coffee,7
16,sports_leisure,572
16,stationery,178
16,tablets_printing_image,6
16,telephony,301
16,toys,287
16,watches_gifts,390
17,agro_industry_and_commerce,15
17,air_conditioning,23
17,art,12
17,arts_and_craftmanship,2
17,audio,19
17,auto,260
17,baby,193
17,bed_bath_table,723
17,books_general_interest,30
17,books_imported,4
17,books_technical,12
17,cds_dvds_musicals,2
17,christmas_supplies,4
17,cine_photo,15
17,computers,12
17,computers_accessories,505
17,consoles_games,74
17,construction_tools_construction,57
17,construction_tools_lights,20
17,construction_tools_safety,9
17,cool_stuff,251
17,costruction_tools_garden,5
17,costruction_tools_tools,5
17,diapers_and_hygiene,2
17,drinks,23
17,dvds_blu_ray,1
17,electronics,158
17,fashion_bags_accessories,122
17,fashion_childrens_clothes,2
17,fashion_male_clothing,7
17,fashion_shoes,9
17,fashion_sport,4
17,fashion_underwear_beach,4
17,fixed_telephony,15
17,flowers,3
17,food,21
17,food_drink,18
17,furniture_bedroom,5
17,furniture_decor,549
17,furniture_living_room,37
17,furniture_mattress_and_upholstery,1
17,garden_tools,245
17,health_beauty,594
17,home_appliances,38
17,home_appliances_2,24
17,home_comfort_2,1
17,home_confort,48
17,home_construction,26
17,housewares,460
17,industry_commerce_and_business,20
17,kitchen_dining_laundry_garden_furniture,16
17,la_cuisine,2
17,luggage_accessories,82
17,market_place,18
17,music,3
17,musical_instruments,43
17,office_furniture,118
17,party_supplies,4
17,perfumery,222
17,pet_shop,132
17,signaling_and_security,12
17,small_appliances,44
17,small_appliances_home_oven_and_coffee,3
17,sports_leisure,520
17,stationery,165
17,tablets_printing_image,3
17,telephony,285
17,toys,250
17,watches_gifts,366
18,agro_industry_and_commerce,14
18,air_conditioning,16
18,art,15
18,arts_and_craftmanship,3
18,audio,17
18,auto,245
18,baby,160
18,bed_bath_table,707
18,books_general_interest,32
18,books_imported,1
18,books_technical,23
18,cds_dvds_musicals,2
18,christmas_supplies,13
18,cine_photo,2
18,computers,15
18,computers_accessories,492
18,consoles_games,68
18,construction_tools_construction,56
18,construction_tools_lights,12
18,construction_tools_safety,12
18,cool_stuff,214
18,costruction_tools_garden,18
18,costruction_tools_tools,5
18,drinks,13
18,dvds_blu_ray,2
18,electronics,150
18,fashio_female_clothing,7
18,fashion_bags_accessories,130
18,fashion_childrens_clothes,1
18,fashion_male_clothing,6
18,fashion_shoes,22
18,fashion_underwear_beach,5
18,fixed_telephony,14
18,food,25
18,food_drink,20
18,furniture_bedroom,3
18,furniture_decor,478
18,furniture_living_room,33
18,furniture_mattress_and_upholstery,5
18,garden_tools,229
18,health_beauty,572
18,home_appliances,44
18,home_appliances_2,11
18,home_comfort_2,3
18,home_confort,28
18,home_construction,48
18,housewares,384
18,industry_commerce_and_business,10
18,kitchen_dining_laundry_garden_furniture,17
18,la_cuisine,2
18,luggage_accessories,63
18,market_place,21
18,music,2
18,musical_instruments,54
18,office_furniture,99
18,party_supplies,1
18,perfumery,229
18,pet_shop,126
18,signaling_and_security,20
18,small_appliances,45
18,small_appliances_home_oven_and_coffee,5
18,sports_leisure,494
18,stationery,148
18,tablets_printing_image,3
18,telephony,261
18,toys,284
18,watches_gifts,331
19,agro_industry_and_commerce,9
19,air_conditioning,19
19,art,17
19,audio,27
19,auto,271
19,baby,184
19,bed_bath_table,695
19,books_general_interest,33
19,books_imported,2
19,books_technical,10
19,christmas_supplies,13
19,cine_photo,4
19,computers,17
19,computers_accessories,392
19,consoles_games,68
19,construction_tools_construction,66
19,construction_tools_lights,17
19,construction_tools_safety,13
19,cool_stuff,260
19,costruction_tools_garden,15
19,costruction_tools_tools,12
19,drinks,19
19,dvds_blu_ray,1
19,electronics,179
19,fashion_bags_accessories,129
19,fashion_male_clothing,10
19,fashion_shoes,15
19,fashion_sport,2
19,fashion_underwear_beach,9
19,fixed_telephony,18
19,flowers,5
19,food,36
19,food_drink,15
19,furniture_bedroom,9
19,furniture_decor,516
19,furniture_living_room,47
19,furniture_mattress_and_upholstery,3
19,garden_tools,290
19,health_beauty,581
19,home_appliances,36
19,home_appliances_2,12
19,home_comfort_2,4
19,home_confort,33
19,home_construction,21
19,housewares,459
19,industry_commerce_and_business,10
19,kitchen_dining_laundry_garden_furniture,13
19,la_cuisine,2
19,luggage_accessories,68
19,market_place,15
19,music,3
19,musical_instruments,36
19,office_furniture,95
19,perfumery,213
19,pet_shop,109
19,signaling_and_security,12
19,small_appliances,51
19,small_appliances_home_oven_and_coffee,3
19,sports_leisure,490
19,stationery,153
19,tablets_printing_image,4
19,telephony,268
19,toys,256
19,watches_gifts,333
20,agro_industry_and_commerce,14
20,air_conditioning,24
20,art,9
20,arts_and_craftmanship,2
20,audio,21
20,auto,268
20,baby,222
20,bed_bath_table,776
20,books_general_interest,34
20,books_imported,7
20,books_technical,15
20,cds_dvds_musicals,1
20,christmas_supplies,6
20,cine_photo,4
20,computers,14
20,computers_accessories,413
20,consoles_games,72
20,construction_tools_construction,61
20,construction_tools_lights,17
20,construction_tools_safety,11
20,cool_stuff,214
20,costruction_tools_garden,15
20,costruction_tools_tools,3
20,diapers_and_hygiene,1
20,drinks,29
20,dvds_blu_ray,6
20,electronics,177
20,fashion_bags_accessories,150
20,fashion_male_clothing,13
20,fashion_shoes,17
20,fashion_sport,8
20,fashion_underwear_beach,6
20,fixed_telephony,13
20,flowers,2
20,food,29
20,food_drink,17
20,furniture_bedroom,8
20,furniture_decor,570
20,furniture_living_room,36
20,furniture_mattress_and_upholstery,4
20,garden_tools,272
20,health_beauty,591
20,home_appliances,56
20,home_appliances_2,16
20,home_confort,32
20,home_construction,40
20,housewares,460
20,industry_commerce_and_business,12
20,kitchen_dining_laundry_garden_furniture,15
20,la_cuisine,1
20,luggage_accessories,87
20,market_place,17
20,music,2
20,musical_instruments,40
20,office_furniture,99
20,party_supplies,4
20,perfumery,199
20,pet_shop,139
20,signaling_and_security,7
20,small_appliances,45
20,small_appliances_home_oven_and_coffee,6
20,sports_leisure,470
20,stationery,176
20,tablets_printing_image,4
20,telephony,280
20,toys,243
20,watches_gifts,368
21,agro_industry_and_commerce,8
21,air_conditioning,14
21,art,12
21,arts_and_craftmanship,1
21,audio,27
21,auto,233
21,baby,230
21,bed_bath_table,769
21,books_general_interest,52
21,books_technical,14
21,christmas_supplies,12
21,computers,13
21,computers_accessories,354
21,consoles_games,64
21,construction_tools_construction,48
21,construction_tools_lights,21
21,construction_tools_safety,13
21,cool_stuff,256
21,costruction_tools_garden,19
21,costruction_tools_tools,4
21,diapers_and_hygiene,3
21,drinks,20
21,dvds_blu_ray,9
21,electronics,185
